Date,High,Low,Open,Close
2024-03-04 19:00:00,1.08584,1.0855299999999999,1.08564,1.08566
2024-03-04 20:00:00,1.08596,1.08554,1.08566,1.08558
2024-03-04 21:00:00,1.08571,1.0855,1.08558,1.08551
2024-03-04 22:00:00,1.08567,1.0851,1.08535,1.0854
2024-03-04 23:00:00,1.08581,1.0854,1.08549,1.08541
2024-03-05 00:00:00,1.0855299999999999,1.08514,1.08541,1.0853
2024-03-05 01:00:00,1.08547,1.08475,1.0853,1.08495
2024-03-05 02:00:00,1.08519,1.08486,1.08495,1.08501
2024-03-05 03:00:00,1.08548,1.08495,1.08502,1.08542
2024-03-05 04:00:00,1.08542,1.08499,1.08542,1.08506
2024-03-05 05:00:00,1.08541,1.08493,1.08506,1.08529
2024-03-05 06:00:00,1.08532,1.08446,1.08529,1.08468
2024-03-05 07:00:00,1.08512,1.08415,1.08468,1.08463
2024-03-05 08:00:00,1.08518,1.0843099999999999,1.08463,1.08471
2024-03-05 09:00:00,1.08558,1.08471,1.08472,1.08513
2024-03-05 10:00:00,1.08549,1.08494,1.08512,1.08502
2024-03-05 11:00:00,1.08536,1.08479,1.08502,1.08498
2024-03-05 12:00:00,1.08505,1.08456,1.08498,1.08472
2024-03-05 13:00:00,1.08515,1.08421,1.08472,1.08464
2024-03-05 14:00:00,1.08544,1.08408,1.08463,1.0845
2024-03-05 15:00:00,1.08762,1.08479,1.08479,1.08714
2024-03-05 16:00:00,1.08719,1.08581,1.08714,1.0861
2024-03-05 17:00:00,1.08645,1.08578,1.0861,1.08599
2024-03-05 18:00:00,1.086,1.08513,1.08599,1.08527
2024-03-05 19:00:00,1.08578,1.08513,1.08527,1.08528
2024-03-05 20:00:00,1.08585,1.08491,1.08528,1.08577
2024-03-05 21:00:00,1.08591,1.0856,1.08577,1.08561
2024-03-05 22:00:00,1.08581,1.08469,1.08469,1.0856
2024-03-05 23:00:00,1.08588,1.08555,1.08562,1.08555
2024-03-06 00:00:00,1.08556,1.0849199999999999,1.08555,1.08498
2024-03-06 01:00:00,1.08502,1.08421,1.08498,1.08438
2024-03-06 02:00:00,1.08534,1.08438,1.08438,1.08527
2024-03-06 03:00:00,1.08532,1.08503,1.08527,1.08507
2024-03-06 04:00:00,1.08522,1.08496,1.08507,1.08517
2024-03-06 05:00:00,1.08568,1.08517,1.08517,1.08551
2024-03-06 06:00:00,1.08606,1.08548,1.08551,1.08594
2024-03-06 07:00:00,1.08664,1.08586,1.08595,1.08619
2024-03-06 08:00:00,1.08741,1.08592,1.08619,1.08732
2024-03-06 09:00:00,1.08777,1.08694,1.08732,1.08766
2024-03-06 10:00:00,1.08795,1.08735,1.08766,1.08773
2024-03-06 11:00:00,1.08783,1.08715,1.08773,1.08757
2024-03-06 12:00:00,1.08786,1.08676,1.08757,1.08687
2024-03-06 13:00:00,1.0884800000000001,1.08684,1.08687,1.08847
2024-03-06 14:00:00,1.08894,1.0883099999999999,1.08846,1.08869
2024-03-06 15:00:00,1.09087,1.08813,1.08869,1.09052
2024-03-06 16:00:00,1.0915,1.08995,1.09052,1.09121
2024-03-06 17:00:00,1.0915300000000001,1.08995,1.09122,1.09024
2024-03-06 18:00:00,1.09078,1.09006,1.09024,1.0903100000000001
2024-03-06 19:00:00,1.0903100000000001,1.08933,1.0903100000000001,1.08968
2024-03-06 20:00:00,1.08994,1.08929,1.08968,1.08989
2024-03-06 21:00:00,1.08994,1.08954,1.08989,1.08979
2024-03-06 22:00:00,1.08997,1.08897,1.0898,1.08981
2024-03-06 23:00:00,1.09015,1.0897000000000001,1.08981,1.08995
2024-03-07 00:00:00,1.0907499999999999,1.08994,1.08995,1.0903100000000001
2024-03-07 01:00:00,1.09042,1.08965,1.0903,1.08979
2024-03-07 02:00:00,1.0899,1.08936,1.08979,1.08984
2024-03-07 03:00:00,1.09015,1.08955,1.08984,1.09006
2024-03-07 04:00:00,1.09056,1.09004,1.09006,1.09036
2024-03-07 05:00:00,1.09056,1.08998,1.09035,1.09004
2024-03-07 06:00:00,1.0903,1.08986,1.09004,1.09016
2024-03-07 07:00:00,1.09043,1.08913,1.09017,1.08938
2024-03-07 08:00:00,1.0898,1.08877,1.08938,1.08977
2024-03-07 09:00:00,1.09028,1.08928,1.08977,1.09016
2024-03-07 10:00:00,1.09019,1.08898,1.09016,1.08965
2024-03-07 11:00:00,1.08991,1.08924,1.08964,1.0894
2024-03-07 12:00:00,1.09002,1.08923,1.08941,1.08943
2024-03-07 13:00:00,1.08968,1.08679,1.08944,1.08723
2024-03-07 14:00:00,1.09195,1.08692,1.08723,1.09156
2024-03-07 15:00:00,1.0930900000000001,1.09082,1.09156,1.093
2024-03-07 16:00:00,1.0942,1.09247,1.09299,1.09402
2024-03-07 17:00:00,1.09416,1.09313,1.09402,1.09371
2024-03-07 18:00:00,1.09447,1.09365,1.09369,1.09422
2024-03-07 19:00:00,1.09488,1.09408,1.09422,1.09468
2024-03-07 20:00:00,1.09493,1.09425,1.09468,1.0947
2024-03-07 21:00:00,1.0949,1.09456,1.0947,1.09472
2024-03-07 22:00:00,1.09479,1.09406,1.09468,1.09466
2024-03-07 23:00:00,1.09514,1.09464,1.09466,1.09511
2024-03-08 00:00:00,1.09557,1.09503,1.0951,1.09513
2024-03-08 01:00:00,1.09528,1.09466,1.09514,1.0948
2024-03-08 02:00:00,1.09508,1.09449,1.0948,1.09457
2024-03-08 03:00:00,1.0948,1.09442,1.09457,1.09473
2024-03-08 04:00:00,1.09491,1.09445,1.09473,1.09457
2024-03-08 05:00:00,1.09485,1.09449,1.09457,1.09465
2024-03-08 06:00:00,1.09491,1.09444,1.09465,1.09481
2024-03-08 07:00:00,1.09511,1.09317,1.09481,1.09337
2024-03-08 08:00:00,1.09389,1.09291,1.09337,1.09358
2024-03-08 09:00:00,1.09373,1.09261,1.09358,1.09352
2024-03-08 10:00:00,1.09371,1.09264,1.09352,1.09334
2024-03-08 11:00:00,1.09389,1.09296,1.09336,1.09345
2024-03-08 12:00:00,1.0935,1.09281,1.09347,1.09318
2024-03-08 13:00:00,1.09811,1.09181,1.09318,1.09581
2024-03-08 14:00:00,1.09665,1.09449,1.09581,1.09577
2024-03-08 15:00:00,1.09618,1.09435,1.09577,1.09609
2024-03-08 16:00:00,1.09613,1.09374,1.09608,1.09403
2024-03-08 17:00:00,1.09458,1.09369,1.09403,1.09394
2024-03-08 18:00:00,1.09401,1.09334,1.09394,1.09371
2024-03-08 19:00:00,1.09422,1.09344,1.09371,1.09416
2024-03-08 20:00:00,1.09439,1.09345,1.09416,1.09362
2024-03-08 21:00:00,1.09394,1.09353,1.09362,1.09391
2024-03-10 21:00:00,1.09405,1.0932,1.0932,1.09391
2024-03-10 22:00:00,1.09405,1.0936,1.09391,1.09376
2024-03-10 23:00:00,1.09436,1.09376,1.09376,1.09427
2024-03-11 00:00:00,1.09466,1.09382,1.09427,1.09424
2024-03-11 01:00:00,1.09457,1.0939,1.09424,1.09405
2024-03-11 02:00:00,1.0942,1.09373,1.09405,1.09388
2024-03-11 03:00:00,1.09445,1.0937999999999999,1.09388,1.09413
2024-03-11 04:00:00,1.09417,1.0937000000000001,1.09413,1.09386
2024-03-11 05:00:00,1.09421,1.09386,1.09386,1.09413
2024-03-11 06:00:00,1.09437,1.09354,1.09413,1.09421
2024-03-11 07:00:00,1.09474,1.09371,1.09421,1.09421
2024-03-11 08:00:00,1.09481,1.09386,1.09421,1.09445
2024-03-11 09:00:00,1.0945,1.0934,1.09446,1.09346
2024-03-11 10:00:00,1.09436,1.0933,1.09346,1.09416
2024-03-11 11:00:00,1.09434,1.09378,1.09416,1.09429
2024-03-11 12:00:00,1.09434,1.09294,1.09428,1.09295
2024-03-11 13:00:00,1.09317,1.09178,1.09295,1.09196
2024-03-11 14:00:00,1.0924800000000001,1.09157,1.09196,1.09244
2024-03-11 15:00:00,1.09289,1.09146,1.09244,1.09272
2024-03-11 16:00:00,1.0928,1.09229,1.09273,1.09272
2024-03-11 17:00:00,1.09302,1.09246,1.09273,1.09252
2024-03-11 18:00:00,1.09262,1.09183,1.09252,1.09242
2024-03-11 19:00:00,1.09264,1.09219,1.09242,1.09261
2024-03-11 20:00:00,1.09275,1.09249,1.09261,1.09249
2024-03-11 21:00:00,1.09264,1.09188,1.09251,1.09256
2024-03-11 22:00:00,1.09272,1.09239,1.09252,1.09251
2024-03-11 23:00:00,1.09311,1.0925,1.0925,1.09305
2024-03-12 00:00:00,1.09323,1.09285,1.09305,1.09286
2024-03-12 01:00:00,1.09343,1.09268,1.09286,1.09336
2024-03-12 02:00:00,1.09364,1.09302,1.09336,1.09362
2024-03-12 03:00:00,1.0937999999999999,1.09342,1.09362,1.09363
2024-03-12 04:00:00,1.09382,1.09347,1.09363,1.09369
2024-03-12 05:00:00,1.09392,1.09366,1.09369,1.09385
2024-03-12 06:00:00,1.09391,1.09343,1.09385,1.09381
2024-03-12 07:00:00,1.09393,1.09315,1.09381,1.0931899999999999
2024-03-12 08:00:00,1.09334,1.09213,1.0931899999999999,1.0924800000000001
2024-03-12 09:00:00,1.09334,1.09232,1.0924800000000001,1.09303
2024-03-12 10:00:00,1.09344,1.09267,1.09303,1.09339
2024-03-12 11:00:00,1.09355,1.0931899999999999,1.09339,1.09336
2024-03-12 12:00:00,1.09437,1.09023,1.09336,1.09201
2024-03-12 13:00:00,1.09231,1.09022,1.09201,1.09107
2024-03-12 14:00:00,1.09196,1.09064,1.09107,1.09171
2024-03-12 15:00:00,1.09185,1.0907499999999999,1.09171,1.09176
2024-03-12 16:00:00,1.09191,1.09137,1.09176,1.09176
2024-03-12 17:00:00,1.09208,1.09128,1.09176,1.09193
2024-03-12 18:00:00,1.09246,1.09185,1.09193,1.09241
2024-03-12 19:00:00,1.09259,1.09211,1.09241,1.09257
2024-03-12 20:00:00,1.09274,1.0925,1.09257,1.09259
2024-03-12 21:00:00,1.09272,1.09229,1.09255,1.0925799999999999
2024-03-12 22:00:00,1.09287,1.09256,1.09257,1.09275
2024-03-12 23:00:00,1.09289,1.09264,1.09275,1.09268
2024-03-13 00:00:00,1.09296,1.09259,1.09268,1.0927
2024-03-13 01:00:00,1.09291,1.09235,1.09269,1.09239
2024-03-13 02:00:00,1.09277,1.09234,1.0924,1.09269
2024-03-13 03:00:00,1.09308,1.09251,1.09269,1.09278
2024-03-13 04:00:00,1.09282,1.09221,1.09278,1.09234
2024-03-13 05:00:00,1.0929,1.09228,1.09234,1.09287
2024-03-13 06:00:00,1.09293,1.09254,1.09287,1.0928
2024-03-13 07:00:00,1.0931899999999999,1.09208,1.0928,1.09267
2024-03-13 08:00:00,1.09328,1.09262,1.09267,1.09277
2024-03-13 09:00:00,1.0928,1.09202,1.09277,1.09233
2024-03-13 10:00:00,1.09333,1.09222,1.09233,1.09305
2024-03-13 11:00:00,1.09457,1.09301,1.09305,1.09421
2024-03-13 12:00:00,1.09474,1.09337,1.09421,1.09366
2024-03-13 13:00:00,1.09419,1.09359,1.09366,1.09372
2024-03-13 14:00:00,1.09443,1.09314,1.09372,1.0942
2024-03-13 15:00:00,1.09472,1.09381,1.0942,1.09435
2024-03-13 16:00:00,1.09493,1.09401,1.09435,1.0949
2024-03-13 17:00:00,1.09638,1.09486,1.0949,1.0957
2024-03-13 18:00:00,1.09584,1.09503,1.0957,1.09508
2024-03-13 19:00:00,1.09518,1.09457,1.09508,1.09472
2024-03-13 20:00:00,1.0949200000000001,1.09469,1.09472,1.09469
2024-03-13 21:00:00,1.09522,1.09413,1.0943100000000001,1.09482
2024-03-13 22:00:00,1.09511,1.09486,1.09486,1.09488
2024-03-13 23:00:00,1.09531,1.09488,1.09488,1.09531
2024-03-14 00:00:00,1.09548,1.0946,1.09531,1.09487
2024-03-14 01:00:00,1.09528,1.09452,1.09487,1.09489
2024-03-14 02:00:00,1.09498,1.0943,1.09489,1.09438
2024-03-14 03:00:00,1.09453,1.09413,1.09439,1.09423
2024-03-14 04:00:00,1.09427,1.0939,1.09423,1.09424
2024-03-14 05:00:00,1.0943100000000001,1.09391,1.09424,1.09397
2024-03-14 06:00:00,1.09419,1.0937000000000001,1.09397,1.09377
2024-03-14 07:00:00,1.09429,1.09318,1.09377,1.09353
2024-03-14 08:00:00,1.0944,1.09353,1.09353,1.09378
2024-03-14 09:00:00,1.09443,1.09371,1.09378,1.09413
2024-03-14 10:00:00,1.09454,1.09378,1.09414,1.09396
2024-03-14 11:00:00,1.09435,1.09377,1.09396,1.09414
2024-03-14 12:00:00,1.09448,1.09243,1.09415,1.09299
2024-03-14 13:00:00,1.09312,1.0909,1.093,1.09119
2024-03-14 14:00:00,1.09141,1.0896,1.09119,1.08979
2024-03-14 15:00:00,1.08995,1.0883,1.08979,1.08876
2024-03-14 16:00:00,1.08926,1.08847,1.08876,1.08871
2024-03-14 17:00:00,1.08891,1.08811,1.08871,1.08865
2024-03-14 18:00:00,1.08899,1.08839,1.08865,1.0885
2024-03-14 19:00:00,1.08911,1.08807,1.0885,1.0891
2024-03-14 20:00:00,1.0892,1.08824,1.0891,1.08825
2024-03-14 21:00:00,1.08852,1.08779,1.08821,1.08851
2024-03-14 22:00:00,1.0886,1.08832,1.08853,1.0884
2024-03-14 23:00:00,1.0885,1.08825,1.0884,1.08828
2024-03-15 00:00:00,1.08846,1.08761,1.08828,1.0878
2024-03-15 01:00:00,1.08801,1.08755,1.0878,1.08771
2024-03-15 02:00:00,1.08772,1.08729,1.08771,1.08733
2024-03-15 03:00:00,1.08781,1.08732,1.08733,1.08769
2024-03-15 04:00:00,1.08774,1.08748,1.08769,1.08764
2024-03-15 05:00:00,1.08773,1.08733,1.08764,1.08769
2024-03-15 06:00:00,1.08806,1.08755,1.08768,1.08797
2024-03-15 07:00:00,1.0884800000000001,1.08785,1.08797,1.08809
2024-03-15 08:00:00,1.08867,1.08781,1.08809,1.08829
2024-03-15 09:00:00,1.08995,1.08826,1.08829,1.08981
2024-03-15 10:00:00,1.08997,1.0889,1.08981,1.08911
2024-03-15 11:00:00,1.08966,1.08868,1.08911,1.08937
2024-03-15 12:00:00,1.08941,1.08844,1.08937,1.08872
2024-03-15 13:00:00,1.08948,1.08833,1.08872,1.08861
2024-03-15 14:00:00,1.08944,1.08843,1.0886,1.08879
2024-03-15 15:00:00,1.0889199999999999,1.08814,1.0888,1.08877
2024-03-15 16:00:00,1.089,1.08837,1.08876,1.08858
2024-03-15 17:00:00,1.08879,1.08834,1.08858,1.08838
2024-03-15 18:00:00,1.08911,1.08837,1.08838,1.08903
2024-03-15 19:00:00,1.08914,1.0887,1.08903,1.08893
2024-03-15 20:00:00,1.089,1.0887,1.08893,1.08885
2024-03-17 21:00:00,1.08902,1.08761,1.08897,1.08879
2024-03-17 22:00:00,1.08911,1.08861,1.08884,1.08865
2024-03-17 23:00:00,1.08865,1.08817,1.08865,1.08835
2024-03-18 00:00:00,1.08882,1.08805,1.08835,1.08853
2024-03-18 01:00:00,1.089,1.08829,1.08853,1.08891
2024-03-18 02:00:00,1.08918,1.08877,1.0889199999999999,1.0889199999999999
2024-03-18 03:00:00,1.08905,1.08853,1.0889199999999999,1.08855
2024-03-18 04:00:00,1.08881,1.08854,1.08854,1.08875
2024-03-18 05:00:00,1.08886,1.08853,1.08875,1.08871
2024-03-18 06:00:00,1.08894,1.08867,1.08871,1.08889
2024-03-18 07:00:00,1.08966,1.08889,1.08889,1.08924
2024-03-18 08:00:00,1.08977,1.0890900000000001,1.08924,1.08938
2024-03-18 09:00:00,1.09005,1.08926,1.08938,1.08994
2024-03-18 10:00:00,1.09018,1.08963,1.08994,1.08998
2024-03-18 11:00:00,1.09061,1.08989,1.08998,1.09025
2024-03-18 12:00:00,1.0905,1.08898,1.09025,1.08921
2024-03-18 13:00:00,1.08935,1.08856,1.08921,1.0889
2024-03-18 14:00:00,1.08932,1.08844,1.0889,1.08856
2024-03-18 15:00:00,1.0889,1.0881,1.08856,1.08853
2024-03-18 16:00:00,1.08853,1.08694,1.08853,1.08724
2024-03-18 17:00:00,1.08752,1.08661,1.08724,1.08686
2024-03-18 18:00:00,1.08712,1.08674,1.08686,1.0871
2024-03-18 19:00:00,1.08733,1.08676,1.0871,1.08693
2024-03-18 20:00:00,1.08725,1.08691,1.08692,1.08719
2024-03-18 21:00:00,1.08734,1.08658,1.08718,1.08727
2024-03-18 22:00:00,1.08739,1.08713,1.08728,1.0872
2024-03-18 23:00:00,1.08735,1.08712,1.0872,1.08734
2024-03-19 00:00:00,1.08746,1.08692,1.08734,1.08694
2024-03-19 01:00:00,1.08718,1.08668,1.08694,1.08683
2024-03-19 02:00:00,1.08747,1.08683,1.08683,1.08734
2024-03-19 03:00:00,1.08764,1.08701,1.08733,1.08739
2024-03-19 04:00:00,1.08766,1.08674,1.08739,1.08707
2024-03-19 05:00:00,1.08721,1.0863,1.08707,1.08642
2024-03-19 06:00:00,1.08685,1.0862,1.08641,1.0867499999999999
2024-03-19 07:00:00,1.0867499999999999,1.08517,1.0867499999999999,1.08547
2024-03-19 08:00:00,1.08561,1.08425,1.08547,1.08475
2024-03-19 09:00:00,1.08501,1.08347,1.08475,1.08366
2024-03-19 10:00:00,1.08459,1.08366,1.08366,1.08444
2024-03-19 11:00:00,1.08517,1.08429,1.08443,1.08502
2024-03-19 12:00:00,1.0856,1.08457,1.08505,1.08517
2024-03-19 13:00:00,1.08572,1.08493,1.08517,1.08542
2024-03-19 14:00:00,1.08655,1.08537,1.08542,1.08624
2024-03-19 15:00:00,1.08624,1.08533,1.08624,1.08584
2024-03-19 16:00:00,1.08639,1.08546,1.08584,1.08635
2024-03-19 17:00:00,1.0867499999999999,1.08597,1.08634,1.08635
2024-03-19 18:00:00,1.08652,1.0861399999999999,1.08635,1.08625
2024-03-19 19:00:00,1.08656,1.0861,1.08625,1.08648
2024-03-19 20:00:00,1.08663,1.0864,1.08648,1.08649
2024-03-19 21:00:00,1.08667,1.08585,1.08649,1.0865
2024-03-19 22:00:00,1.08664,1.0864,1.0865,1.08654
2024-03-19 23:00:00,1.0866500000000001,1.08616,1.08655,1.08617
2024-03-20 00:00:00,1.08649,1.08584,1.08617,1.08644
2024-03-20 01:00:00,1.08657,1.08622,1.08644,1.08642
2024-03-20 02:00:00,1.08693,1.08627,1.08642,1.08688
2024-03-20 03:00:00,1.0871,1.08678,1.0869,1.08699
2024-03-20 04:00:00,1.08705,1.08663,1.08699,1.08667
2024-03-20 05:00:00,1.08683,1.08653,1.08667,1.08657
2024-03-20 06:00:00,1.08706,1.0865,1.08657,1.08702
2024-03-20 07:00:00,1.0872,1.08649,1.08703,1.08654
2024-03-20 08:00:00,1.08655,1.08501,1.08654,1.08522
2024-03-20 09:00:00,1.08524,1.08365,1.08522,1.08391
2024-03-20 10:00:00,1.08428,1.08365,1.08391,1.08397
2024-03-20 11:00:00,1.08437,1.08371,1.08396,1.08425
2024-03-20 12:00:00,1.0845,1.08379,1.08426,1.08422
2024-03-20 13:00:00,1.08454,1.08373,1.08422,1.08446
2024-03-20 14:00:00,1.08513,1.08436,1.08446,1.08497
2024-03-20 15:00:00,1.08562,1.08488,1.08497,1.08547
2024-03-20 16:00:00,1.08612,1.08536,1.08547,1.08606
2024-03-20 17:00:00,1.08669,1.08587,1.08606,1.08644
2024-03-20 18:00:00,1.09176,1.08633,1.08644,1.09142
2024-03-20 19:00:00,1.09228,1.09019,1.09145,1.0921
2024-03-20 20:00:00,1.09228,1.09187,1.0921,1.09214
2024-03-20 21:00:00,1.09231,1.09158,1.09214,1.09198
2024-03-20 22:00:00,1.09323,1.0919699999999999,1.092,1.09322
2024-03-20 23:00:00,1.09374,1.09293,1.09322,1.09374
2024-03-21 00:00:00,1.09374,1.09307,1.09374,1.09335
2024-03-21 01:00:00,1.09389,1.09332,1.09335,1.09352
2024-03-21 02:00:00,1.09372,1.09327,1.09352,1.09354
2024-03-21 03:00:00,1.0937000000000001,1.09336,1.09353,1.09351
2024-03-21 04:00:00,1.09355,1.09328,1.09351,1.09333
2024-03-21 05:00:00,1.09368,1.09317,1.09333,1.09317
2024-03-21 06:00:00,1.09382,1.09316,1.09317,1.09377
2024-03-21 07:00:00,1.09426,1.09257,1.09377,1.09288
2024-03-21 08:00:00,1.09288,1.08873,1.09288,1.08916
2024-03-21 09:00:00,1.09149,1.0889,1.08916,1.09129
2024-03-21 10:00:00,1.09236,1.09123,1.09129,1.09194
2024-03-21 11:00:00,1.09203,1.0905,1.09194,1.09096
2024-03-21 12:00:00,1.0917,1.09036,1.09096,1.09115
2024-03-21 13:00:00,1.09118,1.08843,1.09115,1.08858
2024-03-21 14:00:00,1.0886,1.08705,1.08854,1.0878700000000001
2024-03-21 15:00:00,1.08791,1.08557,1.08788,1.0860400000000001
2024-03-21 16:00:00,1.08647,1.08581,1.0860400000000001,1.08609
2024-03-21 17:00:00,1.08663,1.08562,1.08609,1.08578
2024-03-21 18:00:00,1.08631,1.08573,1.08578,1.08624
2024-03-21 19:00:00,1.08629,1.08555,1.08625,1.08568
2024-03-21 20:00:00,1.0860400000000001,1.08567,1.08568,1.08595
2024-03-21 21:00:00,1.08619,1.08531,1.08593,1.08602
2024-03-21 22:00:00,1.08621,1.0860400000000001,1.0860400000000001,1.08618
2024-03-21 23:00:00,1.08631,1.08607,1.08618,1.0862
2024-03-22 00:00:00,1.08681,1.0862,1.08623,1.08652
2024-03-22 01:00:00,1.08658,1.085,1.08652,1.08505
2024-03-22 02:00:00,1.08524,1.08389,1.08505,1.08391
2024-03-22 03:00:00,1.08412,1.08359,1.08391,1.08379
2024-03-22 04:00:00,1.08379,1.08311,1.08379,1.08333
2024-03-22 05:00:00,1.0842,1.08332,1.08333,1.08415
2024-03-22 06:00:00,1.08414,1.08271,1.08414,1.08304
2024-03-22 07:00:00,1.08347,1.08209,1.08304,1.08246
2024-03-22 08:00:00,1.08296,1.0808200000000001,1.08246,1.08117
2024-03-22 09:00:00,1.08233,1.08115,1.08117,1.08162
2024-03-22 10:00:00,1.08216,1.08146,1.08162,1.08164
2024-03-22 11:00:00,1.08224,1.08116,1.08165,1.08161
2024-03-22 12:00:00,1.08312,1.08145,1.08161,1.0826500000000001
2024-03-22 13:00:00,1.08297,1.08185,1.0826500000000001,1.08295
2024-03-22 14:00:00,1.08317,1.08148,1.08295,1.08149
2024-03-22 15:00:00,1.08218,1.08104,1.08149,1.08157
2024-03-22 16:00:00,1.0817,1.08057,1.08157,1.08058
2024-03-22 17:00:00,1.08106,1.08049,1.08058,1.08059
2024-03-22 18:00:00,1.08076,1.0804,1.08059,1.08041
2024-03-22 19:00:00,1.08067,1.08018,1.08041,1.08056
2024-03-22 20:00:00,1.08097,1.08049,1.08055,1.08086
2024-03-24 21:00:00,1.08103,1.08069,1.08069,1.08075
2024-03-24 22:00:00,1.08087,1.08044,1.08077,1.08084
2024-03-24 23:00:00,1.08099,1.08067,1.08083,1.08072
2024-03-25 00:00:00,1.08097,1.08026,1.08072,1.08036
2024-03-25 01:00:00,1.08197,1.08022,1.08036,1.0817
2024-03-25 02:00:00,1.08221,1.08157,1.0817,1.08217
2024-03-25 03:00:00,1.08218,1.08118,1.08217,1.08136
2024-03-25 04:00:00,1.08142,1.08107,1.08136,1.08131
2024-03-25 05:00:00,1.08223,1.08124,1.08131,1.08221
2024-03-25 06:00:00,1.08221,1.08164,1.08221,1.08174
2024-03-25 07:00:00,1.08229,1.08138,1.08174,1.08139
2024-03-25 08:00:00,1.08238,1.08073,1.08138,1.08138
2024-03-25 09:00:00,1.08216,1.08116,1.08138,1.08176
2024-03-25 10:00:00,1.0822,1.08164,1.08176,1.08179
2024-03-25 11:00:00,1.08296,1.08166,1.08179,1.08284
2024-03-25 12:00:00,1.0834,1.08279,1.08283,1.08306
2024-03-25 13:00:00,1.08378,1.08292,1.08306,1.08353
2024-03-25 14:00:00,1.08425,1.08339,1.08351,1.0839
2024-03-25 15:00:00,1.08391,1.08315,1.0839,1.08366
2024-03-25 16:00:00,1.08382,1.08331,1.08366,1.08366
2024-03-25 17:00:00,1.08379,1.08334,1.08366,1.08364
2024-03-25 18:00:00,1.0836999999999999,1.0835,1.08364,1.08359
2024-03-25 19:00:00,1.084,1.08356,1.08359,1.08392
2024-03-25 20:00:00,1.08411,1.08356,1.08392,1.08368
2024-03-25 21:00:00,1.08373,1.08316,1.08367,1.08364
2024-03-25 22:00:00,1.08386,1.08363,1.08364,1.0836999999999999
2024-03-25 23:00:00,1.08386,1.08362,1.0836999999999999,1.0836999999999999
2024-03-26 00:00:00,1.08428,1.08361,1.0836999999999999,1.08426
2024-03-26 01:00:00,1.08454,1.0838700000000001,1.08426,1.08405
2024-03-26 02:00:00,1.08443,1.08398,1.08406,1.08426
2024-03-26 03:00:00,1.08442,1.08358,1.08426,1.08369
